k,weight,metric,accuracy,precision,recall,f1,specificity
25,distance,correlation,0.9244047619047618,0.9183540408540409,0.9665873015873017,0.941133138845762,0.8536796536796537
26,uniform,euclidean,0.9280075187969924,0.917920711341764,0.9748412698412698,0.9447986238291082,0.8506493506493508
26,uniform,manhattan,0.9280075187969924,0.918185001760853,0.9748412698412698,0.9448256719626581,0.8506493506493508
26,uniform,minkowski,0.9280075187969924,0.917920711341764,0.9748412698412698,0.9447986238291082,0.8506493506493508
26,uniform,chebyshev,0.9262218045112782,0.9177705611916138,0.971984126984127,0.94335104949421,0.8506493506493508
26,uniform,cosine,0.9208646616541353,0.9132898557898559,0.9665079365079366,0.9386990234240455,0.8441558441558442
26,uniform,canberra,0.9437343358395991,0.9387078612310811,0.9746031746031745,0.9560641201058117,0.8915584415584416
26,uniform,braycurtis,0.9315476190476192,0.9227969821623072,0.9748412698412698,0.9473496331223517,0.85995670995671
26,uniform,correlation,0.9173558897243106,0.9105249480249482,0.9637301587301588,0.9359630489776716,0.8393939393939395
26,distance,euclidean,0.9262531328320801,0.9201767009661745,0.9692857142857143,0.9430748964274873,0.8554112554112555
26,distance,manhattan,0.9297619047619048,0.9204791987918922,0.9748412698412698,0.9460508971878834,0.8554112554112555
26,distance,minkowski,0.9262531328320801,0.9201767009661745,0.9692857142857143,0.9430748964274873,0.8554112554112555
26,distance,chebyshev,0.9244674185463658,0.9200257088647181,0.9664285714285714,0.94171196574245,0.8554112554112555
26,distance,cosine,0.9244047619047618,0.9160395835395836,0.9693650793650793,0.9413287569991267,0.849134199134199
26,distance,canberra,0.9489974937343358,0.9438397137313548,0.9773809523809524,0.9601011434305062,0.901082251082251
26,distance,braycurtis,0.9297932330827068,0.9206174949828199,0.9748412698412698,0.9461244078971264,0.8554112554112555
26,distance,correlation,0.9261591478696742,0.9185674121200437,0.9693650793650793,0.9425770485088499,0.8536796536796537
27,uniform,euclidean,0.9244987468671679,0.9131948113527061,0.9748412698412698,0.9422766728947563,0.8411255411255413
27,uniform,manhattan,0.9244987468671679,0.9132665205265823,0.9748412698412698,0.9422325583010513,0.841125541125541
27,uniform,minkowski,0.9244987468671679,0.9131948113527061,0.9748412698412698,0.9422766728947563,0.8411255411255413
27,uniform,chebyshev,0.9244674185463658,0.9130131722236985,0.9748412698412698,0.9422080195261751,0.8411255411255413
27,uniform,cosine,0.9156015037593985,0.9062473589912615,0.9665079365079366,0.9349535607490054,0.82987012987013
27,uniform,canberra,0.9472744360902257,0.9391776427534941,0.9802380952380952,0.9589135953922009,0.8915584415584416
27,uniform,braycurtis,0.9297932330827068,0.9182723787986944,0.9776190476190477,0.9463160442014388,0.8506493506493508
27,uniform,correlation,0.9156015037593985,0.9062473589912615,0.9665079365079366,0.9349535607490054,0.82987012987013
27,distance,euclidean,0.9262531328320801,0.9201767009661745,0.9692857142857143,0.9430748964274873,0.8554112554112555
27,distance,manhattan,0.9315476190476192,0.9231068264195198,0.9748412698412698,0.9474202242614359,0.8601731601731603
27,distance,minkowski,0.9262531328320801,0.9201767009661745,0.9692857142857143,0.9430748964274873,0.8554112554112555
27,distance,chebyshev,0.9209273182957395,0.914920603759613,0.9664285714285714,0.9390880027866328,0.845887445887446
27,distance,cosine,0.9261591478696742,0.9161983136983137,0.9721428571428572,0.942815454964698,0.849134199134199
27,distance,canberra,0.9472744360902257,0.9391776427534941,0.9802380952380952,0.9589135953922009,0.8915584415584416
27,distance,braycurtis,0.9315476190476192,0.9231068264195198,0.9748412698412698,0.9474202242614359,0.8601731601731603
27,distance,correlation,0.9261591478696742,0.9185921360921361,0.9693650793650793,0.9426589604420063,0.8536796536796537
28,uniform,euclidean,0.9262531328320801,0.9155025036603984,0.9748412698412698,0.9435398307894932,0.845887445887446
28,uniform,manhattan,0.9244987468671679,0.9132665205265823,0.9748412698412698,0.9422325583010513,0.841125541125541
28,uniform,minkowski,0.9262531328320801,0.9155025036603984,0.9748412698412698,0.9435398307894932,0.845887445887446
28,uniform,chebyshev,0.9280075187969924,0.9174769519763102,0.9748412698412698,0.9447018266883311,0.8504329004329005
28,uniform,cosine,0.9120927318295738,0.9057969085408111,0.9609523809523809,0.9319855242193251,0.82987012987013
28,uniform,canberra,0.9454887218045114,0.9389642714874913,0.9773809523809524,0.9574676288777413,0.8915584415584416
28,uniform,braycurtis,0.9333020050125314,0.9228810157757525,0.9776190476190477,0.9488385667239614,0.85995670995671
28,uniform,correlation,0.9156015037593985,0.9085618163057188,0.9637301587301588,0.9347214986656989,0.8346320346320347
28,distance,euclidean,0.9244987468671677,0.9177475511686038,0.9692857142857143,0.94177759913019,0.8506493506493508
28,distance,manhattan,0.9297619047619048,0.9204791987918922,0.9748412698412698,0.9460508971878834,0.8554112554112555
28,distance,minkowski,0.9244987468671677,0.9177475511686038,0.9692857142857143,0.94177759913019,0.8506493506493508
28,distance,chebyshev,0.9227130325814537,0.9174731563121655,0.9664285714285714,0.9404182062295124,0.8506493506493508
28,distance,cosine,0.9279135338345865,0.9187508662508662,0.9721428571428572,0.9441456584075774,0.8536796536796537
28,distance,canberra,0.9454887218045114,0.9389642714874913,0.9773809523809524,0.9574676288777413,0.8915584415584416
28,distance,braycurtis,0.9297932330827068,0.9206174949828199,0.9748412698412698,0.9461244078971264,0.8554112554112555
28,distance,correlation,0.9296679197994988,0.9189010164010165,0.974920634920635,0.9455916249220371,0.8536796536796537
29,uniform,euclidean,0.9227130325814537,0.9107054799160063,0.9748412698412698,0.9409448616314382,0.8363636363636365
29,uniform,manhattan,0.9262531328320801,0.9133505541400277,0.9776190476190477,0.9437214919026611,0.841125541125541
29,uniform,minkowski,0.9227130325814537,0.9107054799160063,0.9748412698412698,0.9409448616314382,0.8363636363636365
29,uniform,chebyshev,0.9280075187969924,0.9174769519763102,0.9748412698412698,0.9447018266883311,0.8504329004329005
29,uniform,cosine,0.9156015037593985,0.9062473589912615,0.9665079365079366,0.9349535607490054,0.82987012987013
29,uniform,canberra,0.9454887218045114,0.9389642714874913,0.9773809523809524,0.9574676288777413,0.8915584415584416
29,uniform,braycurtis,0.9262531328320801,0.9133505541400277,0.9776190476190477,0.9437214919026611,0.841125541125541
29,uniform,correlation,0.9156015037593985,0.9062473589912615,0.9665079365079366,0.9349535607490054,0.82987012987013
29,distance,euclidean,0.9244987468671677,0.9177475511686038,0.9692857142857143,0.94177759913019,0.8506493506493508
29,distance,manhattan,0.9297932330827068,0.9206174949828199,0.9748412698412698,0.9461244078971264,0.8554112554112555
29,distance,minkowski,0.9244987468671677,0.9177475511686038,0.9692857142857143,0.94177759913019,0.8506493506493508
29,distance,chebyshev,0.9227130325814537,0.9174731563121655,0.9664285714285714,0.9404182062295124,0.8506493506493508
29,distance,cosine,0.9261591478696742,0.9161983136983137,0.9721428571428572,0.942815454964698,0.849134199134199
29,distance,canberra,0.9454887218045114,0.9389642714874913,0.9773809523809524,0.9574676288777413,0.8915584415584416
29,distance,braycurtis,0.9297932330827068,0.9206174949828199,0.9748412698412698,0.9461244078971264,0.8554112554112555
29,distance,correlation,0.9296679197994988,0.9189010164010165,0.974920634920635,0.9455916249220371,0.8536796536796537
30,uniform,euclidean,0.9227443609022556,0.9131107777392607,0.972063492063492,0.9407877392931466,0.8411255411255413
30,uniform,manhattan,0.9280075187969924,0.9156447511710668,0.9776190476190477,0.9449467171278864,0.845887445887446
30,uniform,minkowski,0.9227443609022556,0.9131107777392607,0.972063492063492,0.9407877392931466,0.8411255411255413
30,uniform,chebyshev,0.9280075187969924,0.9174769519763102,0.9748412698412698,0.9447018266883311,0.8504329004329005
30,uniform,cosine,0.919110275689223,0.9109821634821635,0.9665079365079366,0.9374358655293087,0.8393939393939395
30,uniform,canberra,0.9454887218045114,0.941069534645386,0.9746031746031745,0.9573253813670728,0.8963203463203463
30,uniform,braycurtis,0.9280075187969924,0.9156447511710668,0.9776190476190477,0.9449467171278864,0.845887445887446
30,uniform,correlation,0.919110275689223,0.9109821634821635,0.9665079365079366,0.9374358655293087,0.8393939393939395
30,distance,euclidean,0.9244987468671677,0.9177475511686038,0.9692857142857143,0.94177759913019,0.8506493506493508
30,distance,manhattan,0.9297932330827068,0.9206174949828199,0.9748412698412698,0.9461244078971264,0.8554112554112555
30,distance,minkowski,0.9244987468671677,0.9177475511686038,0.9692857142857143,0.94177759913019,0.8506493506493508
30,distance,chebyshev,0.9244987468671679,0.9176233064623156,0.9692857142857143,0.9418657805644106,0.8506493506493508
30,distance,cosine,0.9261591478696742,0.9140407715407715,0.974920634920635,0.9429982635844206,0.8443722943722942
30,distance,canberra,0.9437343358395991,0.9387078612310811,0.9746031746031745,0.9560641201058117,0.8915584415584416
30,distance,braycurtis,0.9297932330827068,0.9206174949828199,0.9748412698412698,0.9461244078971264,0.8554112554112555
30,distance,correlation,0.9314223057644112,0.9191143876670193,0.9776984126984127,0.9470355345851248,0.8536796536796537
31,uniform,euclidean,0.9209273182957395,0.9083438065017013,0.9748412698412698,0.9396490452671287,0.8316017316017318
31,uniform,manhattan,0.9280075187969924,0.913606964396438,0.9803968253968254,0.9451250006745908,0.8411255411255413
31,uniform,minkowski,0.9209273182957395,0.9083438065017013,0.9748412698412698,0.9396490452671287,0.8316017316017318
31,uniform,chebyshev,0.9262531328320801,0.9155025036603984,0.9748412698412698,0.9435398307894932,0.845887445887446
31,uniform,cosine,0.919110275689223,0.9090251367690392,0.9692857142857143,0.9377313385267831,0.8346320346320347
31,uniform,canberra,0.9454887218045114,0.941069534645386,0.9746031746031745,0.9573253813670728,0.8963203463203463
31,uniform,braycurtis,0.9262531328320801,0.9133370588633746,0.9776190476190477,0.9436835592331494,0.8411255411255413
31,uniform,correlation,0.919110275689223,0.9087427812427812,0.9692857142857143,0.9377059793629957,0.8346320346320347
31,distance,euclidean,0.9262531328320801,0.9178366777283186,0.972063492063492,0.9433096902274984,0.8506493506493508
31,distance,manhattan,0.9297932330827068,0.9206174949828199,0.9748412698412698,0.9461244078971264,0.8554112554112555
31,distance,minkowski,0.9262531328320801,0.9178366777283186,0.972063492063492,0.9433096902274984,0.8506493506493508
31,distance,chebyshev,0.9262531328320801,0.9178366777283186,0.972063492063492,0.9433096902274984,0.8506493506493508
31,distance,cosine,0.9244047619047621,0.9138906213906214,0.9721428571428572,0.941552297069961,0.8443722943722942
31,distance,canberra,0.9454887218045114,0.941069534645386,0.9746031746031745,0.9573253813670728,0.8963203463203463
31,distance,braycurtis,0.9297932330827068,0.9206174949828199,0.9748412698412698,0.9461244078971264,0.8554112554112555
31,distance,correlation,0.9279135338345865,0.9165933240933242,0.974920634920635,0.9443284670273002,0.848917748917749
32,uniform,euclidean,0.9209586466165414,0.9106214463025608,0.972063492063492,0.9394559280298285,0.8363636363636365
32,uniform,manhattan,0.9280075187969924,0.913606964396438,0.9803968253968254,0.9451250006745908,0.8411255411255413
32,uniform,minkowski,0.9209586466165414,0.9106214463025608,0.972063492063492,0.9394559280298285,0.8363636363636365
32,uniform,chebyshev,0.9262531328320801,0.9155025036603984,0.9748412698412698,0.9435398307894932,0.845887445887446
32,uniform,cosine,0.919110275689223,0.9109950334950335,0.9665079365079364,0.9374776688607126,0.8393939393939395
32,uniform,canberra,0.9437343358395991,0.9408561633793833,0.9718253968253968,0.955881471703985,0.8963203463203463
32,uniform,braycurtis,0.9280075187969924,0.9153115071792863,0.9776190476190477,0.9448455551319874,0.8456709956709958
32,uniform,correlation,0.919110275689223,0.9109821634821635,0.9665079365079366,0.9374358655293087,0.8393939393939395
32,distance,euclidean,0.9244674185463658,0.9153473462916187,0.972063492063492,0.9419778789641804,0.845887445887446
32,distance,manhattan,0.9297932330827068,0.9206174949828199,0.9748412698412698,0.9461244078971264,0.8554112554112555
32,distance,minkowski,0.9244674185463658,0.9153473462916187,0.972063492063492,0.9419778789641804,0.845887445887446
32,distance,chebyshev,0.9227130325814537,0.9151339750256158,0.9692857142857143,0.9405339693010925,0.845887445887446
32,distance,cosine,0.9261591478696742,0.9140407715407715,0.974920634920635,0.9429982635844206,0.8443722943722942
32,distance,canberra,0.9454887218045114,0.941069534645386,0.9746031746031745,0.9573253813670728,0.8963203463203463
32,distance,braycurtis,0.9297932330827068,0.9206174949828199,0.9748412698412698,0.9461244078971264,0.8554112554112555
32,distance,correlation,0.9296679197994988,0.9189010164010165,0.974920634920635,0.9455916249220371,0.8536796536796537
33,uniform,euclidean,0.9209273182957395,0.9083438065017013,0.9748412698412698,0.9396490452671287,0.8316017316017318
33,uniform,manhattan,0.9262531328320801,0.9113633746528482,0.9803968253968254,0.9438969304991522,0.8363636363636363
33,uniform,minkowski,0.9209273182957395,0.9083438065017013,0.9748412698412698,0.9396490452671287,0.8316017316017318
33,uniform,chebyshev,0.9244987468671679,0.9131948113527061,0.9748412698412698,0.9422766728947563,0.8411255411255413
33,uniform,cosine,0.919110275689223,0.9064628697523436,0.9720634920634922,0.9378166003061461,0.83008658008658
33,uniform,canberra,0.9437343358395991,0.9408561633793833,0.9718253968253968,0.955881471703985,0.8963203463203463
33,uniform,braycurtis,0.9262531328320801,0.9130173101482472,0.9776190476190477,0.9436203299067621,0.840909090909091
33,uniform,correlation,0.9191416040100251,0.9068681721120745,0.9721428571428572,0.9379170722056674,0.82987012987013
33,distance,euclidean,0.9244987468671677,0.915418470046953,0.972063492063492,0.9420508971878835,0.845887445887446
33,distance,manhattan,0.9280388471177945,0.918188345185249,0.9748412698412698,0.9448271105998292,0.8506493506493508
33,distance,minkowski,0.9244987468671677,0.915418470046953,0.972063492063492,0.9420508971878835,0.845887445887446
33,distance,chebyshev,0.9244987468671679,0.9176233064623156,0.9692857142857143,0.9418657805644106,0.8506493506493508
33,distance,cosine,0.9244047619047621,0.9137843612843612,0.9721428571428572,0.9415947548124908,0.8443722943722942
33,distance,canberra,0.9454887218045114,0.941069534645386,0.9746031746031745,0.9573253813670728,0.8963203463203463
33,distance,braycurtis,0.9297932330827068,0.9206174949828199,0.9748412698412698,0.9461244078971264,0.8554112554112555
33,distance,correlation,0.9279135338345865,0.9165933240933242,0.974920634920635,0.9443284670273002,0.848917748917749
34,uniform,euclidean,0.9244674185463658,0.912679928231918,0.9748412698412698,0.9421068575302762,0.840909090909091
34,uniform,manhattan,0.9280075187969924,0.913606964396438,0.9803968253968254,0.9451250006745908,0.8411255411255413
34,uniform,minkowski,0.9244674185463658,0.912679928231918,0.9748412698412698,0.9421068575302762,0.840909090909091
34,uniform,chebyshev,0.9280075187969924,0.9174769519763102,0.9748412698412698,0.9447018266883311,0.8504329004329005
34,uniform,cosine,0.9138471177944861,0.9056647031647032,0.9637301587301588,0.9333696876400553,0.83008658008658
34,uniform,canberra,0.9472744360902254,0.9458980473686356,0.9718253968253968,0.958507491511174,0.9058441558441558
34,uniform,braycurtis,0.9262531328320801,0.9151692596686178,0.9748412698412698,0.9434386687935943,0.8456709956709958
34,uniform,correlation,0.919110275689223,0.9107501732501733,0.9665079365079366,0.9374470672425119,0.8393939393939395
34,distance,euclidean,0.9227130325814535,0.9129291386102532,0.972063492063492,0.9407190859245654,0.8411255411255413
34,distance,manhattan,0.9280388471177945,0.918188345185249,0.9748412698412698,0.9448271105998292,0.8506493506493508
34,distance,minkowski,0.9227130325814535,0.9129291386102532,0.972063492063492,0.9407190859245654,0.8411255411255413
34,distance,chebyshev,0.9244987468671679,0.9176233064623156,0.9692857142857143,0.9418657805644106,0.8506493506493508
34,distance,cosine,0.9261591478696742,0.9140407715407715,0.974920634920635,0.9429982635844206,0.8443722943722942
34,distance,canberra,0.9489974937343358,0.943633941157161,0.9773809523809524,0.9600291124954616,0.901082251082251
34,distance,braycurtis,0.9297619047619048,0.919964315671104,0.9748412698412698,0.9459170767224119,0.8551948051948053
34,distance,correlation,0.9261591478696742,0.916336913836914,0.9721428571428572,0.9429249582553704,0.848917748917749
35,uniform,euclidean,0.9209273182957395,0.9080240577865739,0.9748412698412698,0.9395858159407414,0.8313852813852816
35,uniform,manhattan,0.9262531328320801,0.9113633746528482,0.9803968253968254,0.9438969304991522,0.8363636363636363
35,uniform,minkowski,0.9209273182957395,0.9080240577865739,0.9748412698412698,0.9395858159407414,0.8313852813852816
35,uniform,chebyshev,0.9244674185463658,0.912679928231918,0.9748412698412698,0.9421068575302762,0.840909090909091
35,uniform,cosine,0.9173558897243108,0.9041011963380384,0.9720634920634922,0.9365553390448849,0.8253246753246752
35,uniform,canberra,0.950814536340852,0.9438363703069585,0.9802380952380952,0.9614725696512473,0.901082251082251
35,uniform,braycurtis,0.9297619047619048,0.9155814127123497,0.9803968253968254,0.9462869965734289,0.8456709956709958
35,uniform,correlation,0.9156015037593985,0.9060242732611155,0.9665079365079366,0.93492511630816,0.82987012987013
35,distance,euclidean,0.9244987468671677,0.915418470046953,0.972063492063492,0.9420508971878835,0.845887445887446
35,distance,manhattan,0.9280388471177945,0.918188345185249,0.9748412698412698,0.9448271105998292,0.8506493506493508
35,distance,minkowski,0.9244987468671677,0.915418470046953,0.972063492063492,0.9420508971878835,0.845887445887446
35,distance,chebyshev,0.9227130325814537,0.9151339750256158,0.9692857142857143,0.9405339693010925,0.845887445887446
35,distance,cosine,0.9279135338345865,0.9163484638484638,0.974920634920635,0.9442614214791576,0.849134199134199
35,distance,canberra,0.9525689223057643,0.9440497415729613,0.9830158730158731,0.9629164793143351,0.901082251082251
35,distance,braycurtis,0.9280388471177945,0.918188345185249,0.9748412698412698,0.9448271105998292,0.8506493506493508
35,distance,correlation,0.9261591478696742,0.916336913836914,0.9721428571428572,0.9429249582553704,0.848917748917749
36,uniform,euclidean,0.9209273182957395,0.9080240577865739,0.9748412698412698,0.9395858159407414,0.8313852813852816
36,uniform,manhattan,0.9280075187969924,0.913606964396438,0.9803968253968254,0.9451250006745908,0.8411255411255413
36,uniform,minkowski,0.9209273182957395,0.9080240577865739,0.9748412698412698,0.9395858159407414,0.8313852813852816
36,uniform,chebyshev,0.9244674185463658,0.912679928231918,0.9748412698412698,0.9421068575302762,0.840909090909091
36,uniform,cosine,0.9120927318295738,0.9032464954833376,0.9637301587301588,0.9321108946004404,0.8253246753246752
36,uniform,canberra,0.9473057644110275,0.9435588660820858,0.9746825396825397,0.9586592494817626,0.901082251082251
36,uniform,braycurtis,0.9280075187969924,0.9153115071792863,0.9776190476190477,0.9448455551319874,0.8456709956709958
36,uniform,correlation,0.9173558897243106,0.9083319655688078,0.9665079365079366,0.936188274202897,0.8346320346320347
36,distance,euclidean,0.9227130325814535,0.9129291386102532,0.972063492063492,0.9407190859245654,0.8411255411255413
36,distance,manhattan,0.9262531328320801,0.9155607175576215,0.9748412698412698,0.9434577835262766,0.845887445887446
36,distance,minkowski,0.9227130325814535,0.9129291386102532,0.972063492063492,0.9407190859245654,0.8411255411255413
36,distance,chebyshev,0.9227130325814537,0.9151339750256158,0.9692857142857143,0.9405339693010925,0.845887445887446
36,distance,cosine,0.9261591478696742,0.9140407715407715,0.974920634920635,0.9429982635844206,0.8443722943722942
36,distance,canberra,0.9472744360902254,0.9389963075721589,0.9802380952380952,0.9589180013843503,0.8915584415584416
36,distance,braycurtis,0.9280075187969924,0.9175351658735332,0.9748412698412698,0.9446197794251147,0.8504329004329005
36,distance,correlation,0.9279135338345865,0.9186446061446063,0.9721428571428572,0.9441881161501072,0.8536796536796537
37,uniform,euclidean,0.9174185463659148,0.9036204596730913,0.9748412698412698,0.9371265227446062,0.8220779220779221
37,uniform,manhattan,0.9262531328320801,0.9113633746528482,0.9803968253968254,0.9438969304991522,0.8363636363636363
37,uniform,minkowski,0.9174185463659148,0.9036204596730913,0.9748412698412698,0.9371265227446062,0.8220779220779221
37,uniform,chebyshev,0.9209586466165414,0.9077614469976473,0.9748412698412698,0.9395137438686693,0.8313852813852813
37,uniform,cosine,0.9156015037593985,0.9037416262416264,0.9692857142857143,0.9350363543067222,0.8253246753246752
37,uniform,canberra,0.950814536340852,0.9439746664978863,0.9802380952380952,0.9615085645502559,0.901082251082251
37,uniform,braycurtis,0.9280075187969924,0.9153115071792863,0.9776190476190477,0.9448455551319874,0.8456709956709958
37,uniform,correlation,0.9173558897243106,0.9042473951684478,0.9720634920634922,0.9366668580499018,0.8251082251082252
37,distance,euclidean,0.9191729323308271,0.908259772888256,0.972063492063492,0.938160111665519,0.8316017316017318
37,distance,manhattan,0.9262531328320801,0.9155607175576215,0.9748412698412698,0.9434577835262766,0.845887445887446
37,distance,minkowski,0.9191729323308271,0.908259772888256,0.972063492063492,0.938160111665519,0.8316017316017318
37,distance,chebyshev,0.9227130325814537,0.9151339750256158,0.9692857142857143,0.9405339693010925,0.845887445887446
37,distance,cosine,0.9261591478696742,0.9160920535920536,0.9721428571428572,0.9428579127072277,0.849134199134199
37,distance,canberra,0.950814536340852,0.9439746664978863,0.9802380952380952,0.9615085645502559,0.901082251082251
37,distance,braycurtis,0.9244987468671677,0.9132530252499291,0.9748412698412698,0.9421946256315398,0.8411255411255413
37,distance,correlation,0.9244047619047618,0.9161781836781838,0.9693650793650793,0.9414382602897993,0.848917748917749
38,uniform,euclidean,0.9174185463659148,0.9036204596730913,0.9748412698412698,0.9371265227446062,0.8220779220779221
38,uniform,manhattan,0.9262531328320801,0.9113633746528482,0.9803968253968254,0.9438969304991522,0.8363636363636363
38,uniform,minkowski,0.9174185463659148,0.9036204596730913,0.9748412698412698,0.9371265227446062,0.8220779220779221
38,uniform,chebyshev,0.9192042606516291,0.9076774133842018,0.972063492063492,0.9380248102670595,0.8313852813852813
38,uniform,cosine,0.9173558897243106,0.9062941787941788,0.9692857142857143,0.9363665577496014,0.82987012987013
38,uniform,canberra,0.9455200501253133,0.9434087159319358,0.9718253968253968,0.9572116751468644,0.901082251082251
38,uniform,braycurtis,0.9280075187969924,0.9153115071792863,0.9776190476190477,0.9448455551319874,0.8456709956709958
38,uniform,correlation,0.9173558897243108,0.9061994686994688,0.9692857142857143,0.9364120596321618,0.82987012987013
38,distance,euclidean,0.9209586466165414,0.9106214463025608,0.972063492063492,0.9394559280298285,0.8363636363636365
38,distance,manhattan,0.9280075187969924,0.913606964396438,0.9803968253968254,0.9451250006745908,0.8411255411255413
38,distance,minkowski,0.9209586466165414,0.9106214463025608,0.972063492063492,0.9394559280298285,0.8363636363636365
38,distance,chebyshev,0.9227130325814537,0.9151339750256158,0.9692857142857143,0.9405339693010925,0.845887445887446
38,distance,cosine,0.9244047619047621,0.9137843612843612,0.9721428571428572,0.9415947548124908,0.8443722943722942
38,distance,canberra,0.9490288220551377,0.9436971622730137,0.9773809523809524,0.9600634995740316,0.901082251082251
38,distance,braycurtis,0.9262531328320801,0.9133370588633746,0.9776190476190477,0.9436835592331494,0.8411255411255413
38,distance,correlation,0.9261591478696742,0.916336913836914,0.9721428571428572,0.9429249582553704,0.848917748917749
39,uniform,euclidean,0.9174185463659148,0.9018800936732394,0.9776190476190477,0.9374012079507983,0.8175324675324676
39,uniform,manhattan,0.9262531328320801,0.9113633746528482,0.9803968253968254,0.9438969304991522,0.8363636363636363
39,uniform,minkowski,0.9174185463659148,0.9018800936732394,0.9776190476190477,0.9374012079507983,0.8175324675324676
39,uniform,chebyshev,0.9156641604010025,0.9033412916539852,0.972063492063492,0.9355669980039121,0.8220779220779221
39,uniform,cosine,0.9138471177944861,0.9013392238392239,0.9692857142857143,0.9338186982945456,0.8205627705627705
39,uniform,canberra,0.9455200501253133,0.9434087159319358,0.9718253968253968,0.9572116751468644,0.901082251082251
39,uniform,braycurtis,0.9262531328320801,0.9133370588633746,0.9776190476190477,0.9436835592331494,0.8411255411255413
39,uniform,correlation,0.9138471177944861,0.9015840840840841,0.9692857142857143,0.9338857438426882,0.8203463203463205
39,distance,euclidean,0.9191729323308271,0.908259772888256,0.972063492063492,0.938160111665519,0.8316017316017318
39,distance,manhattan,0.9262531328320801,0.9133370588633746,0.9776190476190477,0.9436835592331494,0.8411255411255413
39,distance,minkowski,0.9191729323308271,0.908259772888256,0.972063492063492,0.938160111665519,0.8316017316017318
39,distance,chebyshev,0.9191729323308271,0.9103540939299453,0.9692857142857143,0.9379793598971681,0.8363636363636365
39,distance,cosine,0.9244047619047621,0.9137843612843612,0.9721428571428572,0.9415947548124908,0.8443722943722942
39,distance,canberra,0.9472744360902257,0.9436220871979385,0.9746031746031745,0.9586555848099524,0.901082251082251
39,distance,braycurtis,0.9244987468671677,0.9132530252499291,0.9748412698412698,0.9421946256315398,0.8411255411255413
39,distance,correlation,0.9261591478696742,0.916336913836914,0.9721428571428572,0.9429249582553704,0.848917748917749
40,uniform,euclidean,0.9174185463659148,0.9036204596730913,0.9748412698412698,0.9371265227446062,0.8220779220779221
40,uniform,manhattan,0.9262531328320801,0.9113633746528482,0.9803968253968254,0.9438969304991522,0.8363636363636363
40,uniform,minkowski,0.9174185463659148,0.9036204596730913,0.9748412698412698,0.9371265227446062,0.8220779220779221
40,uniform,chebyshev,0.9174185463659148,0.9058306230906851,0.972063492063492,0.9368628143682216,0.8268398268398268
40,uniform,cosine,0.9156015037593985,0.9038917763917764,0.9692857142857143,0.9351489017374248,0.8251082251082252
40,uniform,canberra,0.9455200501253133,0.9458229722935604,0.9690476190476189,0.9570995767470949,0.9058441558441558
40,uniform,braycurtis,0.9280075187969924,0.9153115071792863,0.9776190476190477,0.9448455551319874,0.8456709956709958
40,uniform,correlation,0.9173558897243108,0.9061994686994688,0.9692857142857143,0.9364120596321618,0.82987012987013
40,distance,euclidean,0.9209586466165414,0.9106214463025608,0.972063492063492,0.9394559280298285,0.8363636363636365
40,distance,manhattan,0.9262531328320801,0.9133370588633746,0.9776190476190477,0.9436835592331494,0.8411255411255413
40,distance,minkowski,0.9209586466165414,0.9106214463025608,0.972063492063492,0.9394559280298285,0.8363636363636365
40,distance,chebyshev,0.9191729323308271,0.9103540939299453,0.9692857142857143,0.9379793598971681,0.8363636363636365
40,distance,cosine,0.9244047619047621,0.9137843612843612,0.9721428571428572,0.9415947548124908,0.8443722943722942
40,distance,canberra,0.9490288220551377,0.9436971622730137,0.9773809523809524,0.9600634995740316,0.901082251082251
40,distance,braycurtis,0.9262531328320801,0.9133370588633746,0.9776190476190477,0.9436835592331494,0.8411255411255413
40,distance,correlation,0.9261591478696742,0.916336913836914,0.9721428571428572,0.9429249582553704,0.848917748917749
41,uniform,euclidean,0.9174185463659148,0.9018800936732394,0.9776190476190477,0.9374012079507983,0.8175324675324676
41,uniform,manhattan,0.9262531328320801,0.909030815612972,0.9832539682539683,0.9440053235475008,0.8316017316017316
41,uniform,minkowski,0.9174185463659148,0.9018800936732394,0.9776190476190477,0.9374012079507983,0.8175324675324676
41,uniform,chebyshev,0.9139097744360901,0.9005681824102878,0.972063492063492,0.9342390301970711,0.8173160173160173
41,uniform,cosine,0.9156015037593985,0.9038917763917764,0.9692857142857143,0.9351489017374248,0.8251082251082252
41,uniform,canberra,0.9490601503759398,0.9437722373480886,0.9774603174603174,0.9601031591448506,0.901082251082251
41,uniform,braycurtis,0.9262531328320801,0.9112737627243404,0.9804761904761905,0.9438248584270802,0.8363636363636363
41,uniform,correlation,0.9156015037593985,0.9038917763917764,0.9692857142857143,0.9351489017374248,0.8251082251082252
41,distance,euclidean,0.9227443609022556,0.9131107777392607,0.972063492063492,0.9407877392931466,0.8411255411255413
41,distance,manhattan,0.9262531328320801,0.9133370588633746,0.9776190476190477,0.9436835592331494,0.8411255411255413
41,distance,minkowski,0.9227443609022556,0.9131107777392607,0.972063492063492,0.9407877392931466,0.8411255411255413
41,distance,chebyshev,0.9191729323308271,0.9103540939299453,0.9692857142857143,0.9379793598971681,0.8363636363636365
41,distance,cosine,0.9244047619047621,0.9137843612843612,0.9721428571428572,0.9415947548124908,0.8443722943722942
41,distance,canberra,0.9490601503759398,0.9437722373480886,0.9774603174603174,0.9601031591448506,0.901082251082251
